Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
KALV,"KalVista Pharmaceuticals, Inc.",18.71,335050428.89,n/a,2015,Health Care,Major Pharmaceuticals
KMDA,Kamada Ltd.,6.78,303275190.12,n/a,2013,Health Care,Major Pharmaceuticals
KAMN,Kaman Corporation,52.29,1447250879.97,n/a,n/a,Consumer Durables,Industrial Specialties
KNDI,"Kandi Technologies Group, Inc.",9.76,706404936.8,n/a,n/a,Capital Goods,Auto Manufacturing
KSU,Kansas City Southern,186.17,17425800377.33,n/a,n/a,Transportation,Railroads
KSU^,Kansas City Southern,31.98,0,n/a,n/a,Transportation,Railroads
KAR,"KAR Auction Services, Inc",18.05,2332990513.6,n/a,2009,Consumer Durables,Automotive Aftermarket
KRTX,"Karuna Therapeutics, Inc.",99.77,2674491089.82,n/a,2019,Health Care,Major Pharmaceuticals
KPTI,Karyopharm Therapeutics Inc.,16.99,1250477201.23,n/a,2013,Health Care,Major Pharmaceuticals
KSPN,Kaspien Holdings Inc.,12.7702,23308143.4996,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",5.89,744776093.06,n/a,2004,n/a,n/a
KMF,"Kayne Anderson NextGen Energy & Infrastructure, In",5.25,247786675.5,n/a,2010,n/a,n/a
KZIA,Kazia Therapeutics Limited,9.99,25484040.45,2550955,n/a,Health Care,Major Pharmaceuticals
KB,KB Financial Group Inc,41.59,16412841992.65,n/a,n/a,Finance,Commercial Banks
KBH,KB Home,35.2,3444123232,n/a,1986,Capital Goods,Homebuilding
KBR,"KBR, Inc.",27.77,3957976261.81,n/a,2006,Basic Industries,Military/Government/Technical
KBSF,KBS Fashion Group Limited,2.59,6711464.41,n/a,2013,Consumer Non-Durables,Apparel
BEKE,KE Holdings Inc,65.33,74696974764.74,n/a,2020,Finance,Real Estate
KRNY,Kearny Financial,9.89,885258360.39,n/a,n/a,Finance,Savings Institutions
K,Kellogg Company,63.91,21966696296.16,n/a,n/a,Consumer Non-Durables,Packaged Foods
KELYA,"Kelly Services, Inc.",20.46,804011709.6,n/a,n/a,Technology,Professional Services
KELYB,"Kelly Services, Inc.",21.04,826803830.4,n/a,n/a,Technology,Professional Services
KIQ,Kelso Technologies Inc,0.48,22641641.28,n/a,n/a,Capital Goods,Railroads
KMPR,Kemper Corporation,74.95,4902360779.2,n/a,n/a,Finance,Property-Casualty Insurers
KMT,Kennametal Inc.,34.99,2913828359.68,n/a,n/a,Capital Goods,Industrial Machinery/Components
KW,Kennedy-Wilson Holdings Inc.,15.98,2264838976.04,n/a,n/a,Finance,Real Estate
KEN,Kenon Holdings Ltd.,26.42,1423276020.78,n/a,2015,Public Utilities,Electric Utilities: Central
KFFB,Kentucky First Federal Bancorp,6.91,56967525.65,n/a,n/a,Finance,Savings Institutions
KROS,"Keros Therapeutics, Inc.",75.61,1752515119.11,n/a,2020,Health Care,Major Pharmaceuticals
KDP,Keurig Dr Pepper Inc.,30.45,42850862802.3,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
KEQU,Kewaunee Scientific Corporation,9.51,26233430.1,n/a,n/a,Capital Goods,Medical Specialities
KTCC,Key Tronic Corporation,7.73,83172326.4,n/a,1983,Technology,Electrical Products
KEY,KeyCorp,15.46,15096265715.76,n/a,n/a,Finance,Major Banks
KEY^I,KeyCorp,29.91,0,n/a,n/a,n/a,n/a
KEY^J,KeyCorp,27.03,0,n/a,n/a,n/a,n/a
KEY^K,KeyCorp,27.03,0,n/a,n/a,n/a,n/a
KEYS,Keysight Technologies Inc.,120.04,22243412000,n/a,2014,Capital Goods,Industrial Machinery/Components
KZR,"Kezar Life Sciences, Inc.",6.58,304445249.5,n/a,2018,Health Care,Major Pharmaceuticals
KFRC,"Kforce, Inc.",41.05,901297001.9,n/a,1995,Technology,Professional Services
KRC,Kilroy Realty Corporation,61.16,7048759477.76,n/a,1997,Consumer Services,Real Estate Investment Trusts
KE,"Kimball Electronics, Inc.",15.41,387458083.49,n/a,n/a,Technology,Electrical Products
KBAL,"Kimball International, Inc.",10.93,404163539.43,n/a,n/a,Consumer Durables,Home Furnishings
KRP,Kimbell Royalty Partners,7.22,433793180.76,n/a,2017,Energy,Oil & Gas Production
KMB,Kimberly-Clark Corporation,139.31,47384445766.65,n/a,n/a,Consumer Durables,Containers/Packaging
KIM,Kimco Realty Corporation,14.44,6245280679.28,n/a,n/a,Consumer Services,Real Estate Investment Trusts
KIM^L,Kimco Realty Corporation,26.66,0,n/a,n/a,n/a,n/a
KIM^M,Kimco Realty Corporation,26.61,0,n/a,n/a,n/a,n/a
KMI,"Kinder Morgan, Inc.",14.38,32549643150.3,n/a,2011,Public Utilities,Natural Gas Distribution
KIN,"Kindred Biosciences, Inc.",3.89,153455882.57,n/a,2013,Health Care,Major Pharmaceuticals
KC,Kingsoft Cloud Holdings Limited,40.23,1383499039.05,34389735,2020,Technology,Computer Software: Prepackaged Software
KINS,"Kingstone Companies, Inc",6.595,70402930.81,n/a,n/a,Finance,Property-Casualty Insurers
KFS,"Kingsway Financial Services, Inc.",3.09,70177203.21,n/a,n/a,Finance,Property-Casualty Insurers
KWAC.U,Kingswood Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
KNSA,"Kiniksa Pharmaceuticals, Ltd.",18.66,1270280153.1,n/a,2018,Health Care,Major Pharmaceuticals
KGC,Kinross Gold Corporation,7.14,8984262000,n/a,n/a,Basic Industries,Precious Metals
KINZ,KINS Technology Group Inc.,n/a,0,n/a,n/a,n/a,n/a
KINZU,KINS Technology Group Inc.,n/a,0,n/a,n/a,Finance,Business Services
KNSL,"Kinsale Capital Group, Inc.",240.16,5446128253.28,n/a,2016,Finance,Property-Casualty Insurers
KTRA,"Kintara Therapeutics, Inc.",1.35,33294103.65,n/a,n/a,Health Care,Major Pharmaceuticals
KEX,Kirby Corporation,50.6,3037973400,n/a,n/a,Consumer Services,Marine Transportation
KL,Kirkland Lake Gold Ltd.,40.98,11186910793.08,n/a,n/a,Basic Industries,Precious Metals
KIRK,"Kirkland&#39;s, Inc.",14.29,203605406.16,n/a,2002,Consumer Services,Other Specialty Stores
KRBP,"Kiromic BioPharma, Inc.",8.5,62330491.5,n/a,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSMT,Kismet Acquisition One Corp,9.8,311150000,n/a,2020,Finance,Business Services
KSMTU,Kismet Acquisition One Corp,10.05,0,n/a,2020,Finance,Business Services
KSMTW,Kismet Acquisition One Corp,0.8,0,n/a,n/a,Finance,Business Services
KRG,Kite Realty Group Trust,14.4,1212531379.2,n/a,2004,Consumer Services,Real Estate Investment Trusts
KTOV,Kitov Pharma Ltd.,4.37,68414937.04,15655592,2015,Health Care,Major Pharmaceuticals
KKR,KKR & Co. Inc.,37.93,21589342411.28,n/a,n/a,Finance,Investment Managers
KKR^A,KKR & Co. Inc.,26.28,0,n/a,n/a,n/a,n/a
KKR^B,KKR & Co. Inc.,26.4,0,n/a,n/a,n/a,n/a
KKR^C,KKR & Co. Inc.,54.81,0,n/a,n/a,n/a,n/a
KIO,KKR Income Opportunities Fund,14.08,286391635.2,n/a,2013,n/a,n/a
KREF,KKR Real Estate Finance Trust Inc.,18.23,1013942172.44,n/a,2017,Consumer Services,Real Estate Investment Trusts
KLAC,KLA Corporation ,251.97,38919240089.49,n/a,1980,Capital Goods,Electronic Components
KLXE,"KLX Energy Services Holdings, Inc. ",6.79,57046185,n/a,n/a,Energy,Oilfield Services/Equipment
KNX,"Knight Transportation, Inc.",41.29,7012344162.73,n/a,2017,Transportation,Trucking Freight/Courier Services
KNL,"Knoll, Inc.",13.66,692316843.98,n/a,2004,Consumer Durables,Office Equipment/Supplies/Services
KNOP,KNOT Offshore Partners LP,14.61,477660713.34,n/a,2013,Consumer Services,Marine Transportation
KN,Knowles Corporation,16.98,1556620733.46,n/a,2014,Consumer Non-Durables,Consumer Electronics/Appliances
KOD,Kodiak Sciences Inc,136.67,6939510682.23,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KSS,Kohl&#39;s Corporation,32.2,5080357093,n/a,1992,Consumer Services,Department/Specialty Retail Stores
PHG,Koninklijke Philips N.V.,51.52,46855997440,n/a,n/a,Energy,Consumer Electronics/Appliances
KTB,"Kontoor Brands, Inc.",41.67,2383747767.9,n/a,2019,Consumer Non-Durables,Apparel
KOPN,Kopin Corporation,2,170106080,n/a,1992,Technology,Semiconductors
KOP,Koppers Holdings Inc.,27.07,570240838.19,n/a,2006,Basic Industries,Forest Products
KEP,Korea Electric Power Corporation,9.49,12184478181.46,n/a,1994,Public Utilities,Electric Utilities: Central
KF,"Korea Fund, Inc. (The)",35.93,180901082.6,n/a,n/a,n/a,n/a
KFY,Korn Ferry ,40.04,2193436725.48,n/a,1999,Technology,Diversified Commercial Services
KRNT,Kornit Digital Ltd.,84.37,3820098785.36,n/a,2015,Capital Goods,Industrial Machinery/Components
KOS,Kosmos Energy Ltd.,1.76,713600884.48,n/a,2011,Energy,Oil & Gas Production
KOSS,Koss Corporation,2.16,15994434.96,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,75.44,256496000,n/a,n/a,n/a,n/a
KRA,Kraton Corporation,27,860541165,n/a,2009,Basic Industries,Major Chemicals
KTOS,"Kratos Defense & Security Solutions, Inc.",21.17,2598747229.76,n/a,n/a,Capital Goods,Military/Government/Technical
KR,Kroger Company (The),33,25552718994,n/a,n/a,Consumer Services,Food Chains
KRON,"Kronos Bio, Inc.",32.07,1796994473.28,n/a,2020,Health Care,Major Pharmaceuticals
KRO,Kronos Worldwide Inc,13.75,1588712358.75,n/a,n/a,Basic Industries,Major Chemicals
KRYS,"Krystal Biotech, Inc.",54.94,1082736642.8,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KT,KT Corporation,10.82,5309850621,n/a,n/a,Public Utilities,Telecommunications Equipment
KBNT,"Kubient, Inc.",4.18,32024234,n/a,2020,Technology,EDP Services
KBNTW,"Kubient, Inc.",1.1256,0,n/a,2020,Technology,EDP Services
KLIC,"Kulicke and Soffa Industries, Inc.",30.45,1888793220.3,n/a,n/a,Technology,Semiconductors
KURA,"Kura Oncology, Inc.",36.3,2058503630.7,n/a,n/a,Health Care,Major Pharmaceuticals
KRUS,"Kura Sushi USA, Inc.",16.47,137398043.34,n/a,2019,Consumer Services,Restaurants
KVHI,"KVH Industries, Inc.",10.3,188517387.7,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment
KYMR,"Kymera Therapeutics, Inc.",46.64,2073565008.24,n/a,2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LB,"L Brands, Inc.",38.81,10784872788.58,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
LNFA.U,L&amp;F Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
FSTR,L.B. Foster Company,14.56,156459663.36,n/a,n/a,Basic Industries,Metal Fabrications
SCX,L.S. Starrett Company (The),3.81,26997717.15,n/a,n/a,Capital Goods,Industrial Machinery/Components
LHX,"L3Harris Technologies, Inc.",191.99,40339409983.63,n/a,n/a,Capital Goods,Industrial Machinery/Components
LJPC,La Jolla Pharmaceutical Company,4.97,136084539.15,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LH,Laboratory Corporation of America Holdings,199.84,19464416000,n/a,n/a,Health Care,Medical Specialities
LADR,Ladder Capital Corp,9.12,1096839207.84,n/a,2014,Consumer Services,Real Estate Investment Trusts
LSF,"Laird Superfood, Inc.",48.41,429633424.9,n/a,2020,Consumer Non-Durables,Packaged Foods
LAIX,LAIX Inc.,1.53,75600716.49,n/a,2018,Consumer Services,Other Consumer Services
LSBK,"Lake Shore Bancorp, Inc.",13.6693,79665336.5264,n/a,n/a,Finance,Savings Institutions
LBAI,"Lakeland Bancorp, Inc.",12.02,606635396.7,n/a,n/a,Finance,Major Banks
LKFN,Lakeland Financial Corporation,50.79,1305983992.32,n/a,n/a,Finance,Major Banks
LAKE,"Lakeland Industries, Inc.",19.82,158161657.64,n/a,1986,Health Care,Industrial Specialties
LRCX,Lam Research Corporation,452.66,65187213525.2,n/a,1984,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,79.61,8028513419.72,n/a,1996,Consumer Services,Real Estate Investment Trusts
LW,"Lamb Weston Holdings, Inc.",72.38,10592021307.56,n/a,2016,Consumer Non-Durables,Packaged Foods
LANC,Lancaster Colony Corporation,169.33,4663178870,n/a,n/a,Consumer Non-Durables,Packaged Foods
LCA,"Landcadia Holdings II, Inc.",20,790625000,n/a,2019,Technology,Computer Software: Prepackaged Software
LCAHU,"Landcadia Holdings II, Inc.",21.5,0,n/a,2019,Technology,Computer Software: Prepackaged Software
LCAHW,"Landcadia Holdings II, Inc.",6.25,0,n/a,2019,Technology,Computer Software: Prepackaged Software
LCY,"Landcadia Holdings III, Inc.",n/a,0,n/a,2020,Technology,Computer Software: Prepackaged Software
LCYAU,"Landcadia Holdings III, Inc.",10.12,0,n/a,2020,Finance,Business Services
LCYAW,"Landcadia Holdings III, Inc.",1.35,0,n/a,2020,Finance,Business Services
LNDC,Landec Corporation,10.35,302653551.15,n/a,1996,Consumer Non-Durables,Packaged Foods
LARK,Landmark Bancorp Inc.,24.88,117845040.56,n/a,n/a,Finance,Major Banks
LMRK,Landmark Infrastructure Partners LP,10.2,259876028.4,n/a,2014,Consumer Services,Real Estate
LMRKN,Landmark Infrastructure Partners LP,25.34,0,n/a,n/a,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP,24.95,0,n/a,n/a,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP,25.25,0,n/a,n/a,Consumer Services,Real Estate
LE,"Lands&#39; End, Inc.",24.94,813135380.16,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,"Landstar System, Inc.",131.42,5044396236.18,n/a,1993,Transportation,Trucking Freight/Courier Services
LCI,Lannett Co Inc,6.16,256413917.76,n/a,n/a,Health Care,Major Pharmaceuticals
LTRN,Lantern Pharma Inc.,15.79,98175540.83,n/a,2020,Health Care,Major Pharmaceuticals
LNTH,"Lantheus Holdings, Inc.",13.16,880027031.8,n/a,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LTRX,"Lantronix, Inc.",4.26,121797613.14,n/a,2000,Technology,Computer Communications Equipment
LPI,"Laredo Petroleum, Inc.",11.81,141764948.86,n/a,2011,Energy,Oil & Gas Production
LRMR,"Larimar Therapeutics, Inc.",22.22,341214897.32,n/a,2014,Health Care,Major Pharmaceuticals
LVS,Las Vegas Sands Corp.,55.71,42552864955.17,n/a,2004,Consumer Services,Hotels/Resorts
LSCC,Lattice Semiconductor Corporation,41.85,5698123159.5,n/a,n/a,Technology,Semiconductors
LAUR,"Laureate Education, Inc.",14.2,2983029826.6,n/a,2017,Consumer Services,Other Consumer Services
LAWS,"Lawson Products, Inc.",47.24,426592647.48,n/a,n/a,Consumer Durables,Industrial Specialties
LGI,Lazard Global Total Return and Income Fund,17.27,224676845.47,n/a,2004,n/a,n/a
LAZ,Lazard Ltd.,37.32,3919792859.16,n/a,2005,Finance,Investment Managers
LZB,La-Z-Boy Incorporated,37.04,1709180538.32,n/a,n/a,Consumer Durables,Home Furnishings
LAZY,"Lazydays Holdings, Inc.",16.5,155955541.5,n/a,n/a,Consumer Durables,Automotive Aftermarket
LCII,LCI Industries ,125.78,3163893137.74,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
LCNB,LCNB Corporation,14.8,190604316,n/a,n/a,Finance,Major Banks
LEAF,Leaf Group Ltd.,5.64,154479960.96,n/a,n/a,Technology,EDP Services
LPTX,"LEAP THERAPEUTICS, INC.",1.6,95452387.2,n/a,n/a,Health Care,Major Pharmaceuticals
LEA,Lear Corporation,142.95,8582544172.8,n/a,n/a,Capital Goods,Auto Parts:O.E.M.
LEE,"Lee Enterprises, Incorporated",1.06,61860099.04,n/a,n/a,Consumer Services,Newspapers/Magazines
LFTRU,Lefteris Acquisition Corp.,9.98,0,n/a,2020,Finance,Business Services
LEGH,Legacy Housing Corporation,14.9,360463139.3,n/a,2018,Basic Industries,Homebuilding
LEGO,Legato Merger Corp.,n/a,0,n/a,n/a,n/a,n/a
LEGOU,Legato Merger Corp.,n/a,0,n/a,n/a,Finance,Business Services
LEGN,Legend Biotech Corporation,29.73,634598801.46,21345402,2020,Health Care,Major Pharmaceuticals
INFR,Legg Mason Global Infrastructure ETF,28.9813,0,n/a,n/a,n/a,n/a
LVHD,Legg Mason Low Volatility High Dividend ETF,32.16,0,n/a,n/a,n/a,n/a
SQLV,Legg Mason Small-Cap Quality Value ETF,27.475,0,n/a,n/a,n/a,n/a
LEG,"Leggett & Platt, Incorporated",43.1,5711565236.5,n/a,n/a,Consumer Durables,Home Furnishings
JBK,Lehman ABS Corporation,29.25,0,n/a,n/a,Finance,Finance: Consumer Services
KTH,Lehman ABS Corporation,33.7148,0,n/a,n/a,Finance,Finance: Consumer Services
KTN,Lehman ABS Corporation,34,0,n/a,n/a,Finance,Finance: Consumer Services
LDOS,"Leidos Holdings, Inc.",100.7,14331722786.7,n/a,n/a,Technology,EDP Services
LACQ,Leisure Acquisition Corp.,11.182,70024848.506,n/a,2017,Finance,Business Services
LACQU,Leisure Acquisition Corp.,10.8,0,n/a,2017,Finance,Business Services
LACQW,Leisure Acquisition Corp.,0.6999,0,n/a,2017,Finance,Business Services
LEJU,Leju Holdings Limited,2.21,301231150.48,n/a,2014,Finance,Real Estate
LMAT,"LeMaitre Vascular, Inc.",39.39,801270789.15,n/a,2006,Health Care,Medical/Dental Instruments
LMND,"Lemonade, Inc.",69.27,3920025943.83,n/a,2020,Finance,Property-Casualty Insurers
LC,LendingClub Corporation,7.98,624296898.12,n/a,2014,Finance,Finance: Consumer Services
TREE,"LendingTree, Inc.",255.58,3355040319.54,n/a,n/a,Finance,Finance: Consumer Services
LEN,Lennar Corporation,75.86,23724222220.18,n/a,n/a,Basic Industries,Homebuilding
LEN.B,Lennar Corporation,n/a,0,n/a,n/a,Basic Industries,Homebuilding
LII,"Lennox International, Inc.",287.83,11020837714.17,n/a,1999,Capital Goods,Industrial Machinery/Components
LNSR,"LENSAR, Inc.",8.57,91174678.83,n/a,n/a,Health Care,Medical/Dental Instruments
LESL,"Leslie&#39;s, Inc.",20.69,3860882857.32,n/a,2020,Consumer Services,Other Specialty Stores
LEVL,"Level One Bancorp, Inc.",19.07,147493520.54,n/a,2018,Finance,Major Banks
LEVLP,"Level One Bancorp, Inc.",26.2,0,n/a,n/a,Finance,Major Banks
LEVI,Levi Strauss & Co,18.39,7304188142.73,n/a,2019,Consumer Non-Durables,Apparel
LXRX,"Lexicon Pharmaceuticals, Inc.",1.53,179736456.24,n/a,n/a,Health Care,Major Pharmaceuticals
LX,LexinFintech Holdings Ltd.,7.47,804272803.74,107667042,2017,Finance,Finance: Consumer Services
LXP,Lexington Realty Trust,10.21,2827685167.94,n/a,n/a,n/a,n/a
LXP^C,Lexington Realty Trust,58.41,0,n/a,n/a,n/a,n/a
LFAC,LF Capital Acquistion Corp.,10.5912,170524812.4056,n/a,2018,Capital Goods,Homebuilding
LFACU,LF Capital Acquistion Corp.,11.5,0,n/a,2018,Capital Goods,Homebuilding
LFACW,LF Capital Acquistion Corp.,1.8,0,n/a,2018,Capital Goods,Homebuilding
LPL,"LG Display Co., Ltd.",6.87,4916387718,n/a,2004,Capital Goods,Industrial Machinery/Components
LGIH,"LGI Homes, Inc.",108.05,2712101029.3,n/a,2013,Capital Goods,Homebuilding
LGL,"LGL Group, Inc. (The)",9.64,50256404.8,n/a,n/a,Capital Goods,Industrial Machinery/Components
LGL.WS,"LGL Group, Inc. (The)",n/a,0,n/a,n/a,n/a,n/a
DFNS,LGL Systems Acquisition Corp.,10.1,217781250,n/a,2020,Finance,Business Services
DFNS.U,LGL Systems Acquisition Corp.,n/a,0,n/a,2020,n/a,n/a
DFNS.WS,LGL Systems Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a
LHCG,LHC Group,196.32,6202192286.88,n/a,2005,Health Care,Medical/Nursing Services
LI,Li Auto Inc.,35.99,3419050000,95000000,2020,Capital Goods,Auto Manufacturing
LLIT,Lianluo Smart Limited,4.85,2182238.1,n/a,n/a,Consumer Services,Other Specialty Stores
USA,Liberty All-Star Equity Fund,6.57,1398442429.53,n/a,1986,n/a,n/a
ASG,"Liberty All-Star Growth Fund, Inc.",8.05,335214952.45,n/a,n/a,n/a,n/a
LBRDA,Liberty Broadband Corporation,156.77,27982696109.71,n/a,n/a,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,157.35,28086223339.05,n/a,n/a,Consumer Services,Television Services
LBTYA,Liberty Global plc,22.52,13131550655.64,n/a,n/a,n/a,n/a
LBTYB,Liberty Global plc,22.5936,13174467268.7952,n/a,n/a,Consumer Services,Television Services
LBTYK,Liberty Global plc,21.64,12618417237.48,n/a,n/a,n/a,n/a
LILA,Liberty Latin America Ltd.,11.35,2633272787.55,n/a,n/a,Consumer Services,Television Services
LILAK,Liberty Latin America Ltd.,11.31,2623992531.03,n/a,n/a,Consumer Services,Television Services
BATRA,Liberty Media Corporation,25.17,1289314624.2,n/a,n/a,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,25,1280606500,n/a,n/a,Consumer Services,Broadcasting
FWONA,Liberty Media Corporation,37.83,8768251548.42,n/a,n/a,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,41.78,9683784025.72,n/a,n/a,Consumer Services,Broadcasting
LSXMA,Liberty Media Corporation,40.94,13934544819.48,n/a,n/a,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,47.42,16140110291.64,n/a,n/a,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,41.01,13958370372.42,n/a,n/a,Consumer Services,Broadcasting
LBRT,Liberty Oilfield Services Inc.,9.3,1050283289.1,n/a,2018,Energy,Oilfield Services/Equipment
LTRPA,"Liberty TripAdvisor Holdings, Inc.",2.75,206581003.75,n/a,n/a,Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",33,2478972045,n/a,n/a,Technology,EDP Services
LSI,"Life Storage, Inc.",109.72,5332115834.76,n/a,n/a,Consumer Services,Real Estate Investment Trusts
LSAC,LifeSci Acquisition Corp.,16.5,135377698.5,n/a,2020,Health Care,Major Pharmaceuticals
LSACU,LifeSci Acquisition Corp.,17.35,0,n/a,2020,Health Care,Major Pharmaceuticals
LSACW,LifeSci Acquisition Corp.,1.85,0,n/a,2020,Health Care,Major Pharmaceuticals
LSAQ,LifeSci Acquisition II Corp.,10.1619,100440636.2379,n/a,2020,Finance,Business Services
LCUT,"Lifetime Brands, Inc.",13.47,293215229.4,n/a,1991,Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,10.63,151624661.72,n/a,n/a,Health Care,Major Pharmaceuticals
LWAY,"Lifeway Foods, Inc.",7.01,109387404.8,n/a,n/a,Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,84.37,1356780884.03,n/a,n/a,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,3.23,12777605.45,n/a,n/a,Consumer Services,Professional Services
LITB,"LightInTheBox Holding Co., Ltd.",3.12,348739797.12,n/a,2013,Consumer Services,Catalog/Specialty Distribution
LPTH,"LightPath Technologies, Inc.",3.11,81199689.75,n/a,1996,Technology,Semiconductors
LSPD,Lightspeed POS Inc.,52.05,5824985715.45,n/a,n/a,Technology,Computer Software: Prepackaged Software
LMB,"Limbach Holdings, Inc.",11.85,93924723.45,n/a,n/a,Basic Industries,Engineering & Construction
LLNW,"Limelight Networks, Inc.",4.43,544773517.58,n/a,2007,Miscellaneous,Business Services
LMST,"Limestone Bancorp, Inc.",12.16,91201909.12,n/a,n/a,Finance,Major Banks
LMNL,Liminal BioSciences Inc.,3.99,117249920.55,n/a,n/a,Health Care,Major Pharmaceuticals
LMNR,Limoneira Co,14.63,260642330.41,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,6.27,166006582.83,n/a,2005,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",115,6839131880,n/a,n/a,Technology,Industrial Machinery/Components
LNC,Lincoln National Corporation,47.22,9125989827,n/a,n/a,Finance,Life Insurance
LIND,Lindblad Expeditions Holdings Inc. ,12.81,638901132.66,n/a,2013,Consumer Services,Transportation Services
LIN,Linde plc,256.42,134583752706.22,n/a,2018,Basic Industries,Major Chemicals
LNN,Lindsay Corporation,115.82,1258412791.72,n/a,n/a,Capital Goods,Industrial Machinery/Components
LN,LINE Corporation,51.63,12582378093.87,n/a,2016,Technology,"Computer Software: Programming, Data Processing"
LCTX,"Lineage Cell Therapeutics, Inc.",1.43,214473326.21,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LINX,Linx S.A.,6.78,1191175474.44,n/a,2019,Technology,Computer Software: Prepackaged Software
LGHL,Lion Group Holding Ltd.,2.55,4163063.7,1632574,n/a,Finance,Investment Bankers/Brokers/Service
LGHLW,Lion Group Holding Ltd.,0.105,0,n/a,n/a,Finance,Investment Bankers/Brokers/Service
LCAP,Lionheart Acquisition Corp. II,9.95,292530000,n/a,2020,Finance,Business Services
LCAPU,Lionheart Acquisition Corp. II,10.12,0,n/a,2020,Finance,Business Services
LCAPW,Lionheart Acquisition Corp. II,0.8,0,n/a,2020,Finance,Business Services
LGF.A,Lions Gate Entertainment Corporation,n/a,0,n/a,n/a,n/a,n/a
LGF.B,Lions Gate Entertainment Corporation,n/a,0,n/a,2016,n/a,n/a
LPCN,Lipocine Inc.,1.6,105097840,n/a,n/a,Health Care,Major Pharmaceuticals
LIQT,"LiqTech International, Inc.",7.24,156785537.64,n/a,n/a,Technology,Industrial Machinery/Components
YVR,Liquid Media Group Ltd.,1.74,17388707.4,n/a,n/a,Technology,Computer Software: Prepackaged Software
